id,canonical_name,primary_category,secondary_category,vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000
ptb_2229_gipsplatte_gelocht_20_46_rigiton_20_46,"Rigiton 20/46 — Gipsplatte, gelocht 20/46, Rigiton 20/46",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.61,0.33,ptb,"PTB No. 2229: Gipsplatte, gelocht 20/46, Rigiton 20/46",0.41,0.76,0.88,0.55,0.4,0.26,0.0
ptb_2230_gipsplatte_gelocht_20_46_rigiton_20_46_50_mm,"Rigiton 20/46 — Gipsplatte, gelocht 20/46, Rigiton 20/46, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7667,0.47,ptb,"PTB No. 2230: Gipsplatte, gelocht 20/46, Rigiton 20/46, 50 mm Mineralwolle im Hohlraum",0.61,0.94,0.94,0.82,0.54,0.4,0.0
ptb_2231_gipsplatte_gelocht_12_20_35_rigiton_12_20_35,"Rigiton 12-20-35 — Gipsplatte, gelocht 12-20-35, Rigiton 12-20-35",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.43,0.18,ptb,"PTB No. 2231: Gipsplatte, gelocht 12-20-35, Rigiton 12-20-35",0.13,0.46,0.67,0.43,0.19,0.17,0.0
ptb_2232_gipsplatte_gelocht_12_20_35_rigiton_12_20_35,"Rigiton 12-20-35 — Gipsplatte, gelocht 12-20-35, Rigiton 12-20-35",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.3767,0.145,ptb,"PTB No. 2232: Gipsplatte, gelocht 12-20-35, Rigiton 12-20-35",0.43,0.62,0.6,0.35,0.18,0.11,0.0
ptb_2233_gipsplatte_gelocht_12_20_35_rigiton_12_20_35,"Rigiton 12-20-35 — Gipsplatte, gelocht 12-20-35, Rigiton 12-20-35, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4333,0.195,ptb,"PTB No. 2233: Gipsplatte, gelocht 12-20-35, Rigiton 12-20-35, 50 mm Mineralwolle im Hohlraum",0.54,0.74,0.6,0.46,0.24,0.15,0.0
ptb_2234_gipsplatte_gelocht_8_12_36_rigiton_8_12_36,"Rigiton 8/12-36 — Gipsplatte, gelocht 8/12-36, Rigiton 8/12-36",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7033,0.49,ptb,"PTB No. 2234: Gipsplatte, gelocht 8/12-36, Rigiton 8/12-36",0.11,0.33,0.68,0.88,0.55,0.43,0.0
ptb_2235_gipsplatte_gelocht_8_12_36_rigiton_8_12_36,"Rigiton 8/12-36 — Gipsplatte, gelocht 8/12-36, Rigiton 8/12-36",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6567,0.42,ptb,"PTB No. 2235: Gipsplatte, gelocht 8/12-36, Rigiton 8/12-36",0.44,0.74,0.89,0.59,0.49,0.35,0.0
ptb_2236_gipsplatte_gelocht_8_12_36_rigiton_8_12_36_50,"Rigiton 8/12-36 — Gipsplatte, gelocht 8/12-36, Rigiton 8/12-36, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.77,0.485,ptb,"PTB No. 2236: Gipsplatte, gelocht 8/12-36, Rigiton 8/12-36, 50 mm Mineralwolle im Hohlraum",0.57,0.91,0.91,0.8,0.6,0.37,0.0
ptb_2237_gipsplatte_quadratisch_gelocht_big_quattro_41,"Rigiton Big Quattro 41 — Gipsplatte, quadratisch gelocht, Big Quattro 41",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7,0.6,ptb,"PTB No. 2237: Gipsplatte, quadratisch gelocht, Big Quattro 41",0.2,0.35,0.65,0.8,0.65,0.55,0.0
ptb_2238_gipsplatte_quadratisch_gelocht_big_quattro_41,"Rigiton Big Quattro 41 — Gipsplatte, quadratisch gelocht, Big Quattro 41, 45 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.75,0.65,ptb,"PTB No. 2238: Gipsplatte, quadratisch gelocht, Big Quattro 41, 45 mm Mineralwolle im Hohlraum",0.4,0.75,0.85,0.75,0.65,0.65,0.0
ptb_2239_gipsplatte_quadratisch_gelocht_big_quattro_41,"Rigiton Big Quattro 41 — Gipsplatte, quadratisch gelocht, Big Quattro 41",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7,0.575,ptb,"PTB No. 2239: Gipsplatte, quadratisch gelocht, Big Quattro 41",0.5,0.7,0.8,0.7,0.6,0.55,0.0
ptb_2240_gipsplatte_quadratisch_gelocht_big_quattro_42,"Rigiton Big Quattro 42 — Gipsplatte, quadratisch gelocht, Big Quattro 42",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.55,0.425,ptb,"PTB No. 2240: Gipsplatte, quadratisch gelocht, Big Quattro 42",0.2,0.4,0.6,0.6,0.45,0.4,0.0
ptb_2241_gipsplatte_quadratisch_gelocht_big_quattro_42,"Rigiton Big Quattro 42 — Gipsplatte, quadratisch gelocht, Big Quattro 42, 45 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5833,0.425,ptb,"PTB No. 2241: Gipsplatte, quadratisch gelocht, Big Quattro 42, 45 mm Mineralwolle im Hohlraum",0.4,0.65,0.7,0.6,0.45,0.4,0.0
ptb_2242_gipsplatte_quadratisch_gelocht_big_quattro_42,"Rigiton Big Quattro 42 — Gipsplatte, quadratisch gelocht, Big Quattro 42",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.55,0.425,ptb,"PTB No. 2242: Gipsplatte, quadratisch gelocht, Big Quattro 42",0.45,0.4,0.6,0.6,0.45,0.4,0.0
ptb_2243_gipsplatte_quadratisch_gelocht_big_quattro_46,"Rigiton Big Quattro 46 — Gipsplatte, quadratisch gelocht, Big Quattro 46",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5167,0.425,ptb,"PTB No. 2243: Gipsplatte, quadratisch gelocht, Big Quattro 46",0.2,0.45,0.6,0.5,0.45,0.4,0.0
ptb_2244_gipsplatte_quadratisch_gelocht_big_quattro_46,"Rigiton Big Quattro 46 — Gipsplatte, quadratisch gelocht, Big Quattro 46, 45 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.55,0.425,ptb,"PTB No. 2244: Gipsplatte, quadratisch gelocht, Big Quattro 46, 45 mm Mineralwolle im Hohlraum",0.4,0.7,0.65,0.55,0.45,0.4,0.0
ptb_2245_gipsplatte_quadratisch_gelocht_big_quattro_46,"Rigiton Big Quattro 46 — Gipsplatte, quadratisch gelocht, Big Quattro 46",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5,0.4,ptb,"PTB No. 2245: Gipsplatte, quadratisch gelocht, Big Quattro 46",0.45,0.6,0.55,0.55,0.4,0.4,0.0
ptb_2246_gipsplatte_quadratisch_gelocht_big_quattro_47,"Rigiton Big Quattro 47 — Gipsplatte, quadratisch gelocht, Big Quattro 47",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4,0.3,ptb,"PTB No. 2246: Gipsplatte, quadratisch gelocht, Big Quattro 47",0.25,0.45,0.5,0.4,0.3,0.3,0.0
ptb_2247_gipsplatte_quadratisch_gelocht_big_quattro_47,"Rigiton Big Quattro 47 — Gipsplatte, quadratisch gelocht, Big Quattro 47, 45 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4,0.3,ptb,"PTB No. 2247: Gipsplatte, quadratisch gelocht, Big Quattro 47, 45 mm Mineralwolle im Hohlraum",0.5,0.55,0.5,0.4,0.3,0.3,0.0
ptb_2248_gipsplatte_quadratisch_gelocht_big_quattro_47,"Rigiton Big Quattro 47 — Gipsplatte, quadratisch gelocht, Big Quattro 47",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.3667,0.3,ptb,"PTB No. 2248: Gipsplatte, quadratisch gelocht, Big Quattro 47",0.45,0.5,0.45,0.35,0.3,0.3,0.0
ptb_2249_gipsplatte_quadratisch_gelocht_big_quattro_49,"Rigiton Big Quattro 49 — Gipsplatte, quadratisch gelocht, Big Quattro 49",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.75,0.675,ptb,"PTB No. 2249: Gipsplatte, quadratisch gelocht, Big Quattro 49",0.15,0.35,0.65,0.85,0.75,0.6,0.0
ptb_2250_gipsplatte_quadratisch_gelocht_big_quattro_49,"Rigiton Big Quattro 49 — Gipsplatte, quadratisch gelocht, Big Quattro 49",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.75,0.65,ptb,"PTB No. 2250: Gipsplatte, quadratisch gelocht, Big Quattro 49",0.35,0.7,0.85,0.7,0.7,0.6,0.0
ptb_2251_gipsplatte_quadratisch_gelocht_big_line_6,"Rigiton Big Line 6 — Gipsplatte, quadratisch gelocht, Big Line 6",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6167,0.4,ptb,"PTB No. 2251: Gipsplatte, quadratisch gelocht, Big Line 6",0.15,0.4,0.75,0.65,0.45,0.35,0.0
ptb_2252_gipsplatte_quadratisch_gelocht_big_line_6,"Rigiton Big Line 6 — Gipsplatte, quadratisch gelocht, Big Line 6",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.55,0.375,ptb,"PTB No. 2252: Gipsplatte, quadratisch gelocht, Big Line 6",0.5,0.7,0.75,0.5,0.4,0.35,0.0
ptb_2253_gipsplatte_gelocht_12_20_66_mit_scherff_akust,"Rigiton Lochplatte 12-20/66 mit Scherff Akustikputz — Gipsplatte, gelocht 12-20/66 mit Scherff Akustikputz, 40 mm Mineralwolle",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7433,0.555,ptb,"PTB No. 2253: Gipsplatte, gelocht 12-20/66 mit Scherff Akustikputz, 40 mm Mineralwolle",0.36,0.77,0.91,0.78,0.54,0.57,0.0
ptb_2254_gipsplatte_gelocht_12_20_66_mit_scherff_akust,"Rigiton Lochplatte 12-20/66 mit Scherff Akustikputz — Gipsplatte, gelocht 12-20/66 mit Scherff Akustikputz, 40 mm Mineralwolle",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.75,0.575,ptb,"PTB No. 2254: Gipsplatte, gelocht 12-20/66 mit Scherff Akustikputz, 40 mm Mineralwolle",0.46,0.91,0.97,0.71,0.57,0.58,0.0
ptb_2255_gipsplatte_gelocht_12_20_66_mit_scherff_akust,"Rigiton Lochplatte 12-20/66 mit Scherff Akustikputz — Gipsplatte, gelocht 12-20/66 mit Scherff Akustikputz, 40 mm Mineralwolle",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.75,0.575,ptb,"PTB No. 2255: Gipsplatte, gelocht 12-20/66 mit Scherff Akustikputz, 40 mm Mineralwolle",0.57,0.91,0.97,0.71,0.57,0.58,0.0
ptb_2256_rigiton_big_quattro_49_mit_scherff_akustikput,Rigiton Big Quattro 49 mit Scherff Akustikputz — Rigiton Big Quattro 49 mit Scherff Akustikputz,Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.8533,0.63,ptb,PTB No. 2256: Rigiton Big Quattro 49 mit Scherff Akustikputz,0.39,0.79,1.0,0.85,0.71,0.55,0.0
ptb_2257_gipsplatte_ungelocht_gyptone_base_rgk_base,"Gyptone Base, RGK Base — Gipsplatte, ungelocht Gyptone Base, RGK Base",Wall,perforated_panel_absorber,wall,perforated_panel_absorber,reflective,0.0333,0.025,ptb,"PTB No. 2257: Gipsplatte, ungelocht Gyptone Base, RGK Base",0.1,0.1,0.05,0.05,0.0,0.05,0.0
ptb_2258_gipskassettenplatte_geschlitzt_line1,"RGK Line1 — Gipskassettenplatte, geschlitzt, Line1",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.7,0.55,ptb,"PTB No. 2258: Gipskassettenplatte, geschlitzt, Line1",0.15,0.35,0.65,0.8,0.65,0.45,0.0
ptb_2259_gipskassettenplatte_geschlitzt_line1_45_mm_mi,"RGK Line1 — Gipskassettenplatte, geschlitzt, Line1, 45 mm Mineralwolle im Hohlraum",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.7833,0.6,ptb,"PTB No. 2259: Gipskassettenplatte, geschlitzt, Line1, 45 mm Mineralwolle im Hohlraum",0.35,0.65,0.9,0.8,0.65,0.55,0.0
ptb_2260_gipskassettenplatte_geschlitzt_line1,"RGK Line1 — Gipskassettenplatte, geschlitzt, Line1",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.6667,0.575,ptb,"PTB No. 2260: Gipskassettenplatte, geschlitzt, Line1",0.45,0.7,0.75,0.65,0.6,0.55,0.0
ptb_2261_gipsplatte_gyptone_base,"Gyptone Base — Gipsplatte, Gyptone Base",Wall,thin_panel_resonant,wall,thin_panel_resonant,reflective,0.0333,0.025,ptb,"PTB No. 2261: Gipsplatte, Gyptone Base",0.1,0.1,0.05,0.05,0.0,0.05,0.0
ptb_2262_gipsplatte_gipskassettenplatte_geschlitzt_aku,"Gyptone Line4, RGK Line4 — Gipsplatte, Gipskassettenplatte, geschlitzt, Akustikvlies rückseitig aufkaschiert, Gyptone Line4, RGK Line4",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.6667,0.475,ptb,"PTB No. 2262: Gipsplatte, Gipskassettenplatte, geschlitzt, Akustikvlies rückseitig aufkaschiert, Gyptone Line4, RGK Line4",0.15,0.3,0.65,0.8,0.55,0.4,0.0
ptb_2263_gipsplatte_gipskassettenplatte_geschlitzt_aku,"Gyptone Line4, RGK Line4 — Gipsplatte, Gipskassettenplatte, geschlitzt, Akustikvlies rückseitig aufkaschiert, Gyptone Line4, RGK Line4",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.8,0.625,ptb,"PTB No. 2263: Gipsplatte, Gipskassettenplatte, geschlitzt, Akustikvlies rückseitig aufkaschiert, Gyptone Line4, RGK Line4",0.3,0.65,0.9,0.85,0.65,0.6,0.0
ptb_2264_gipsplatte_gipskassettenplatte_geschlitzt_aku,"Gyptone Line4, RGK Line4 — Gipsplatte, Gipskassettenplatte, geschlitzt, Akustikvlies rückseitig aufkaschiert, Im Zwischenraum 45 mm Mineralwolle, Gyptone Line4, RGK Line4",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.6167,0.6,ptb,"PTB No. 2264: Gipsplatte, Gipskassettenplatte, geschlitzt, Akustikvlies rückseitig aufkaschiert, Im Zwischenraum 45 mm Mineralwolle, Gyptone Line4, RGK Line4",0.5,0.6,0.65,0.6,0.6,0.6,0.0
ptb_2265_gipsplatte_gipskassettenplatte_rund_gelocht_a,"Gyptone Point 11, RGK Point 11 — Gipsplatte, Gipskassettenplatte, rund gelocht, Akustikvlies rückseitig aufkaschiert, Gyptone Point 11, RGK Point 11",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6667,0.425,ptb,"PTB No. 2265: Gipsplatte, Gipskassettenplatte, rund gelocht, Akustikvlies rückseitig aufkaschiert, Gyptone Point 11, RGK Point 11",0.1,0.25,0.65,0.85,0.5,0.35,0.0
ptb_2266_gipsplatte_gipskassettenplatte_rund_gelocht_a,"Gyptone Point 11, RGK Point 11 — Gipsplatte, Gipskassettenplatte, rund gelocht, Akustikvlies rückseitig aufkaschiert, Gyptone Point 11, RGK Point 11",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8167,0.575,ptb,"PTB No. 2266: Gipsplatte, Gipskassettenplatte, rund gelocht, Akustikvlies rückseitig aufkaschiert, Gyptone Point 11, RGK Point 11",0.3,0.65,1.0,0.85,0.6,0.55,0.0
ptb_2267_gipsplatte_gipskassettenplatte_rund_gelocht_a,"Gyptone Point 11, RGK Point 11 — Gipsplatte, Gipskassettenplatte, rund gelocht, Akustikvlies rückseitig aufkaschiert, Im Zwischenraum 45 mm Mineralwolle, Gyptone Point 11, RGK Point 11",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6667,0.575,ptb,"PTB No. 2267: Gipsplatte, Gipskassettenplatte, rund gelocht, Akustikvlies rückseitig aufkaschiert, Im Zwischenraum 45 mm Mineralwolle, Gyptone Point 11, RGK Point 11",0.55,0.7,0.75,0.65,0.6,0.55,0.0
ptb_2268_gipsplatte_rund_gelocht_gyptone_point_12,"Gyptone Point 12 — Gipsplatte, rund gelocht, Gyptone Point 12",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5333,0.275,ptb,"PTB No. 2268: Gipsplatte, rund gelocht, Gyptone Point 12",0.15,0.35,0.65,0.6,0.35,0.2,0.0
ptb_2269_gipsplatte_rund_gelocht_gyptone_point_12,"Gyptone Point 12 — Gipsplatte, rund gelocht, Gyptone Point 12",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5167,0.325,ptb,"PTB No. 2269: Gipsplatte, rund gelocht, Gyptone Point 12",0.55,0.6,0.75,0.45,0.35,0.3,0.0
ptb_2270_gipsplatte_rund_gelocht_gyptone_point_13,"Gyptone Point 13 — Gipsplatte, rund gelocht, Gyptone Point 13",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6167,0.325,ptb,"PTB No. 2270: Gipsplatte, rund gelocht, Gyptone Point 13",0.15,0.3,0.7,0.75,0.4,0.25,0.0
ptb_2271_gipsplatte_rund_gelocht_gyptone_point_13,"Gyptone Point 13 — Gipsplatte, rund gelocht, Gyptone Point 13",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5833,0.35,ptb,"PTB No. 2271: Gipsplatte, rund gelocht, Gyptone Point 13",0.5,0.7,0.85,0.5,0.4,0.3,0.0
ptb_2272_gipsplatte_gipskassettenplatte_rund_gelocht_g,"Gyptone Point 14, RGK Point 14 — Gipsplatte, Gipskassettenplatte, rund gelocht,Gyptone Point 14, RGK Point 14",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6333,0.3,ptb,"PTB No. 2272: Gipsplatte, Gipskassettenplatte, rund gelocht,Gyptone Point 14, RGK Point 14",0.1,0.3,0.7,0.8,0.4,0.2,0.0
ptb_2273_gipsplatte_gipskassettenplatte_rund_gelocht_g,"Gyptone Point 14, RGK Point 14 — Gipsplatte, Gipskassettenplatte, rund gelocht, Gyptone Point 14, RGK Point 14",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5833,0.35,ptb,"PTB No. 2273: Gipsplatte, Gipskassettenplatte, rund gelocht, Gyptone Point 14, RGK Point 14",0.5,0.75,0.85,0.5,0.4,0.3,0.0
ptb_2274_gipsplatte_gipskassettenplatte_rund_gelocht_g,"Gyptone Quattro 20, RGK Quattro 20 — Gipsplatte, Gipskassettenplatte, rund gelocht, Gyptone Quattro 20, RGK Quattro 20",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7167,0.525,ptb,"PTB No. 2274: Gipsplatte, Gipskassettenplatte, rund gelocht, Gyptone Quattro 20, RGK Quattro 20",0.15,0.3,0.65,0.85,0.65,0.4,0.0
ptb_2275_gipsplatte_gipskassettenplatte_rund_gelocht_g,"Gyptone Quattro 20, RGK Quattro 20 — Gipsplatte, Gipskassettenplatte, rund gelocht, Gyptone Quattro 20, RGK Quattro 20",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8667,0.65,ptb,"PTB No. 2275: Gipsplatte, Gipskassettenplatte, rund gelocht, Gyptone Quattro 20, RGK Quattro 20",0.25,0.65,1.0,0.95,0.65,0.65,0.0
ptb_2276_gipsplatte_gipskassettenplatte_rund_gelocht_g,"Gyptone Quattro 20, RGK Quattro 20 — Gipsplatte, Gipskassettenplatte, rund gelocht, Gyptone Quattro 20, RGK Quattro 20",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6333,0.675,ptb,"PTB No. 2276: Gipsplatte, Gipskassettenplatte, rund gelocht, Gyptone Quattro 20, RGK Quattro 20",0.5,0.6,0.65,0.6,0.65,0.7,0.0
ptb_2277_gipsplatte_quadratisch_gelocht_gyptone_quattr,"Gyptone Quattro 21 — Gipsplatte, quadratisch gelocht, Gyptone Quattro 21",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.65,0.425,ptb,"PTB No. 2277: Gipsplatte, quadratisch gelocht, Gyptone Quattro 21",0.15,0.35,0.65,0.8,0.5,0.35,0.0
ptb_2278_gipsplatte_quadratisch_gelocht_gyptone_quattr,"Gyptone Quattro 21 — Gipsplatte, quadratisch gelocht, Gyptone Quattro 21",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6333,0.425,ptb,"PTB No. 2278: Gipsplatte, quadratisch gelocht, Gyptone Quattro 21",0.55,0.65,0.85,0.6,0.45,0.4,0.0
ptb_2279_gipsplatte_quadratisch_gelocht_gyptone_quattr,"Gyptone Quattro 22 — Gipsplatte, quadratisch gelocht, Gyptone Quattro 22",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4833,0.275,ptb,"PTB No. 2279: Gipsplatte, quadratisch gelocht, Gyptone Quattro 22",0.15,0.4,0.6,0.5,0.35,0.2,0.0
ptb_2280_gipsplatte_quadratisch_gelocht_gyptone_quattr,"Gyptone Quattro 22 — Gipsplatte, quadratisch gelocht, Gyptone Quattro 22",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4833,0.4,ptb,"PTB No. 2280: Gipsplatte, quadratisch gelocht, Gyptone Quattro 22",0.5,0.55,0.6,0.45,0.4,0.4,0.0
ptb_2281_gipsplatte_gipskassettenplatte_quadratisch_ge,"Gyptone Quattro 50, RGK Quattro 50 — Gipsplatte, Gipskassettenplatte, quadratisch gelocht, Gyptone Quattro 50, RGK Quattro 50",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7167,0.525,ptb,"PTB No. 2281: Gipsplatte, Gipskassettenplatte, quadratisch gelocht, Gyptone Quattro 50, RGK Quattro 50",0.15,0.3,0.65,0.85,0.65,0.4,0.0
ptb_2282_gipsplatte_gipskassettenplatte_quadratisch_ge,"Gyptone Quattro 50, RGK Quattro 50 — Gipsplatte, Gipskassettenplatte, quadratisch gelocht, Gyptone Quattro 50, RGK Quattro 50",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8667,0.65,ptb,"PTB No. 2282: Gipsplatte, Gipskassettenplatte, quadratisch gelocht, Gyptone Quattro 50, RGK Quattro 50",0.25,0.65,1.0,0.95,0.65,0.65,0.0
ptb_2283_gipsplatte_gipskassettenplatte_quadratisch_ge,"Gyptone Quattro 50, RGK Quattro 50 — Gipsplatte, Gipskassettenplatte, quadratisch gelocht, Gyptone Quattro 50, RGK Quattro 50",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6333,0.675,ptb,"PTB No. 2283: Gipsplatte, Gipskassettenplatte, quadratisch gelocht, Gyptone Quattro 50, RGK Quattro 50",0.5,0.6,0.65,0.6,0.65,0.7,0.0
ptb_2284_gipsplatte_quadratisch_gelocht_gyptone_quattr,"Gyptone Quattro 52 — Gipsplatte, quadratisch gelocht, Gyptone Quattro 52",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4833,0.275,ptb,"PTB No. 2284: Gipsplatte, quadratisch gelocht, Gyptone Quattro 52",0.15,0.4,0.6,0.5,0.35,0.2,0.0
ptb_2285_gipsplatte_quadratisch_gelocht_gyptone_quattr,"Gyptone Quattro 52 — Gipsplatte, quadratisch gelocht, Gyptone Quattro 52",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4833,0.4,ptb,"PTB No. 2285: Gipsplatte, quadratisch gelocht, Gyptone Quattro 52",0.5,0.55,0.6,0.45,0.4,0.4,0.0
ptb_2286_gipsplatte_gyptone_sixto_60,"Gyptone Sixto 60 — Gipsplatte, Gyptone Sixto 60",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.8167,0.75,ptb,"PTB No. 2286: Gipsplatte, Gyptone Sixto 60",0.35,0.65,0.85,0.85,0.75,0.75,0.0
